Timestamp,Your name,Roll Number,Your school name,Your class,What was your last year overall percentage or CGPA?,How much time do you spend every day on your self study and homework?,Which is your least favourite or toughest subject?,Subject group,Choose Subject Where The Subject Teacher Rating is [Excellent],Choose Subject Where The Subject Teacher Rating is [Very Good],Choose Subject Where The Subject Teacher Rating is [Good],Choose Subject Where The Subject Teacher Rating is [Average],Choose Subject Where The Subject Teacher Rating is [Poor],Do teachers provide enough support for your academic learning and solving queries?,How do you meet your academic learning goal?,How well do teachers give real-world applications or examples in class?,Does your faculty encourage you to ask questions and create an interactive classroom?,Please add your suggestions or concern related to any teacher.,Does your school have sufficient availability of computer or science labs and libraries that enhance your learning experience?,"Are there sufficient resources for extracurricular activities like music, sports, yoga, dancing, art & crafts?","Does your school conduct events that encourage creativity, innovation, and leadership?",How satisfied are you with the transportation facilities provided by school?,Does your school provide career guidance and academic counselling?,Please share any suggestions or concerns about your school facilities.,How well does your school resolve issues of bullying and harassment?,School behaviour towards challenges like late fees or fee concessions?,Do you feel that there is a fair and transparent exam results and paper checking?,Does your school handle academic stress and wellness issues?,Do you think your school adequately prepared you for competitive exams?,How satisfied are you with the overall quality of teaching at the school?,How would you recommend this school to your friends?,Please share any suggestions or concerns about your school.
22/11/2025 20:44:08,Pooja Mishra,100296,JNV VARANASI,12th,9,2-3 Hrs,Biology,IT/CS,"Hindi, Accountancy","Biology, Economics","Accountancy, IT/CS","Accountancy, Business Studies",Chemistry,Disagree,Reference or side books,Excellent,Strongly agree,Need more explanation,Strongly agree,Sufficient,Agree,Very satisfied,Neutral,Need better labs,Adequately,Neutral,Agree,Very poorly,Agree,Not satisfied,2,Better career guidance
27/05/2025 12:45:08,Ayush Chaudhary,100297,JNV VARANASI,10 th,10,3-4 Hrs,Physics,Biology,"Economics, Chemistry","Biology, Other","English, Social Science","Business Studies, Other",Other,Strongly disagree,Reference or side books,Average,Disagree,Want more doubt sessions,Strongly disagree,Very insufficient,Strongly agree,Satisfied,Agree,Better canteen food needed,Well,Strongly negative,Strongly agree,Well,Agree,Highly satisfied,1,Reduce pressure
04/01/2025 06:03:08,Suresh Gupta,100298,JNV VARANASI,9 th,6,<2 Hrs,Business Studies,Commerce,"Chemistry, Business Studies","IT/CS, Economics","Hindi, Business Studies","Biology, Chemistry",Business Studies,Agree,Internet materials,Very poor,Agree,Need more examples,Strongly disagree,Insufficient,Disagree,Very satisfied,Disagree,Improve library,Poorly,Strongly negative,Strongly disagree,Well,Disagree,Extremely dissatisfied,5,More sports events
02/10/2025 09:53:08,Amit Singh,100299,JNV VARANASI,11th,8,More than 4 Hrs,Accountancy,Maths,"Maths, Economics","IT/CS, Maths","English, Other","Chemistry, Business Studies",IT/CS,Agree,Coaching from existing faculty,Poor,Strongly disagree,Need more examples,Strongly disagree,Neutral,Agree,Satisfied,Agree,No concerns,Very poorly,Strongly negative,Strongly disagree,Very well,Strongly disagree,Extremely dissatisfied,2,More activities
01/02/2025 15:27:08,Nisha Verma,100300,JNV VARANASI,6 th,9,2-3 Hrs,Science,Biology,"Other, Hindi","IT/CS, Physics","Physics, English","Maths, Science",Chemistry,Disagree,Coaching from outside faculty,Very poor,Disagree,"I appreciate how our Hindi teacher explains classical literature and poetry with so much passion. However, the examination pattern focuses too much on rote memorization rather than understanding. It would be better if we could discuss the meanings and interpretations more during class instead of just memorizing answers.",Strongly disagree,Very sufficient,Neutral,Dissatisfied,Agree,Good infrastructure,Poorly,Positive,Strongly disagree,Very poorly,Disagree,Extremely dissatisfied,4,More field trips
17/01/2025 07:55:08,Nisha Verma,100301,JNV VARANASI,12th,5,2-3 Hrs,Maths,Maths,"Economics, Maths","Other, Maths","English, IT/CS","Biology, Physics",Maths,Strongly disagree,Internet materials,Very poor,Strongly agree,"I appreciate how our Hindi teacher explains classical literature and poetry with so much passion. However, the examination pattern focuses too much on rote memorization rather than understanding. It would be better if we could discuss the meanings and interpretations more during class instead of just memorizing answers.",Strongly disagree,Very sufficient,Strongly agree,Very dissatisfied,Strongly agree,Improve library,Adequately,Strongly negative,Disagree,Very poorly,Agree,Not satisfied,5,Reduce pressure
29/01/2025 00:23:08,Priya Gupta,100302,JNV VARANASI,10 th,9,More than 4 Hrs,Maths,Not Applicable,"Hindi, Chemistry","Other, Hindi","English, Other","Business Studies, English",Accountancy,Agree,Internet materials,Poor,Disagree,"I feel that our mathematics teacher is very good at explaining concepts, but sometimes the pace is too fast for students who are not naturally strong in math. It would be helpful if the teacher could spend more time on difficult topics like trigonometry and algebra. Also, more practice problems during class would really help us understand better.",Strongly agree,Very sufficient,Strongly disagree,Satisfied,Agree,More sports facilities,Very well,Strongly negative,Neutral,Adequately,Strongly agree,Not satisfied,1,Improve labs
03/11/2025 06:19:08,Aditya Mehta,100303,JNV VARANASI,6 th,6,3-4 Hrs,Social Science,Biology,"Maths, Biology","Biology, Accountancy","Physics, Science","Hindi, Biology",Physics,Neutral,Online coaching,Very poor,Strongly agree,"The physical education teacher is very encouraging and helps build confidence in sports. However, I feel that students who are not naturally athletic get ignored sometimes. It would be nice if there were activities suitable for all fitness levels, not just competitive sports.",Disagree,Insufficient,Disagree,Satisfied,Disagree,Improve library,Adequately,Strongly positive,Neutral,Poorly,Disagree,Extremely dissatisfied,4,Better career guidance
04/01/2025 15:14:08,Pooja Singh,100304,JNV VARANASI,6 th,8,More than 4 Hrs,Chemistry,IT/CS,"Hindi, Accountancy","IT/CS, Hindi","Hindi, Science","Social Science, Biology",English,Strongly agree,Reference or side books,Poor,Agree,"Our economics teacher makes the subject very interesting by discussing current events and news. However, sometimes the discussions go off-topic and we don't cover the syllabus properly. I suggest having a better balance between current events and textbook concepts.",Agree,Sufficient,Neutral,Satisfied,Neutral,"I think the school needs to address the issue of bullying more seriously. While teachers try to resolve conflicts, there is no proper system for students to report incidents confidentially. A dedicated counselor or helpline for such issues would make students feel safer.",Well,Strongly positive,Strongly disagree,Very well,Agree,Somewhat satisfied,3,Improve teaching
13/04/2025 18:12:08,Anjali Chaudhary,100305,JNV VARANASI,11th,5,More than 4 Hrs,IT/CS,Maths,"Economics, Business Studies","Biology, Science","Business Studies, Economics","Economics, Chemistry",Other,Strongly agree,Internet materials,Very poor,Neutral,No concerns,Disagree,Very sufficient,Strongly agree,Very satisfied,Agree,Good infrastructure,Poorly,Strongly negative,Strongly agree,Very well,Neutral,Somewhat satisfied,5,Better career guidance
17/04/2025 00:52:08,Kunal Tripathi,100306,JNV VARANASI,9 th,8,<2 Hrs,Science,Commerce,"Business Studies, Chemistry","Other, Accountancy","Social Science, IT/CS","Social Science, Business Studies",Biology,Agree,Internet materials,Excellent,Strongly agree,Classes are too fast,Strongly disagree,Sufficient,Agree,Dissatisfied,Neutral,Improve library,Very poorly,Negative,Strongly agree,Adequately,Strongly disagree,Somewhat satisfied,2,More field trips
07/01/2025 10:41:08,Vikas Malhotra,100307,JNV VARANASI,9 th,6,More than 4 Hrs,Business Studies,Biology,"Business Studies, IT/CS","Accountancy, Economics","IT/CS, Other","Economics, Social Science",Accountancy,Strongly disagree,Coaching from outside faculty,Poor,Neutral,"I really like how our chemistry teacher conducts experiments and demonstrations in class. It makes learning very engaging. My only suggestion is that we should have more time for individual practice in the lab, as currently we only observe the teacher doing experiments most of the time.",Strongly disagree,Sufficient,Disagree,Dissatisfied,Disagree,More sports facilities,Very well,Negative,Strongly agree,Poorly,Neutral,Somewhat satisfied,4,"I recommend that the school starts an entrepreneurship club where students interested in business can learn about starting their own ventures. With guidance from business mentors and opportunities to work on small projects, students could develop practical business skills from an early age."
13/03/2025 06:00:08,Ankit Sharma,100308,JNV VARANASI,11th,6,2-3 Hrs,English,Not Applicable,"Biology, Business Studies","Accountancy, Science","Chemistry, Maths","Hindi, Chemistry",Biology,Disagree,School only,Average,Strongly disagree,Classes are too fast,Disagree,Very insufficient,Strongly agree,Satisfied,Strongly disagree,More sports facilities,Very well,Strongly positive,Disagree,Well,Strongly agree,Somewhat satisfied,2,"Our school should improve its digital infrastructure and provide better internet connectivity for students. In today's world, access to online resources is essential for learning. A dedicated computer lab with good internet available during free periods would help students research and learn independently."
12/06/2025 12:34:08,Nisha Singh,100309,JNV VARANASI,10 th,8,<2 Hrs,Economics,Biology,"Science, Physics","Other, Maths","English, Accountancy","Chemistry, Social Science",IT/CS,Strongly disagree,Internet materials,Poor,Strongly agree,"The science teacher makes learning very interesting with experiments and real-life examples. However, I think we need more practical lab sessions to really understand the concepts. Sometimes the theory classes can get boring without any hands-on activities. I suggest having at least two lab sessions per week instead of one.",Strongly agree,Very insufficient,Agree,Dissatisfied,Disagree,Clean washrooms needed,Poorly,Negative,Disagree,Poorly,Neutral,Satisfied,2,No suggestions
30/12/2025 14:35:08,Abhishek Singh,100310,JNV VARANASI,9 th,9,<2 Hrs,IT/CS,Maths,"Hindi, Accountancy","Maths, Biology","Business Studies, English","Business Studies, English",IT/CS,Agree,Online coaching,Poor,Strongly disagree,"Our economics teacher makes the subject very interesting by discussing current events and news. However, sometimes the discussions go off-topic and we don't cover the syllabus properly. I suggest having a better balance between current events and textbook concepts.",Strongly disagree,Very insufficient,Neutral,Very dissatisfied,Strongly agree,Better canteen food needed,Poorly,Positive,Neutral,Very well,Agree,Not satisfied,1,Improve labs
15/02/2025 22:57:08,Neha Tiwari,100311,JNV VARANASI,12th,5,3-4 Hrs,Economics,Not Applicable,"Biology, IT/CS","Biology, Business Studies","IT/CS, Maths","Maths, IT/CS",Economics,Agree,Coaching from outside faculty,Average,Strongly disagree,"The social science teacher makes history very interesting with stories and anecdotes, but geography classes are quite boring with just reading from the textbook. I think using maps, videos, and interactive tools would make geography more engaging for students like me who find it difficult.",Strongly agree,Insufficient,Neutral,Very dissatisfied,Agree,No concerns,Poorly,Positive,Strongly disagree,Very well,Agree,Somewhat satisfied,2,Better facilities
30/08/2025 16:33:08,Manish Saxena,100312,JNV VARANASI,12th,7,More than 4 Hrs,Science,Commerce,"Maths, Physics","Physics, Social Science","Other, Physics","Maths, Biology",Social Science,Neutral,Coaching from existing faculty,Average,Neutral,"I feel that our mathematics teacher is very good at explaining concepts, but sometimes the pace is too fast for students who are not naturally strong in math. It would be helpful if the teacher could spend more time on difficult topics like trigonometry and algebra. Also, more practice problems during class would really help us understand better.",Disagree,Neutral,Strongly disagree,Very dissatisfied,Agree,Improve library,Well,Positive,Strongly agree,Very poorly,Strongly disagree,Somewhat satisfied,5,More activities
07/01/2026 23:17:08,Neha Pandey,100313,JNV VARANASI,8 th,10,2-3 Hrs,Other,Commerce,"Business Studies, Chemistry","English, Business Studies","Chemistry, Economics","Biology, English",Physics,Neutral,Coaching from outside faculty,Excellent,Strongly disagree,Want more doubt sessions,Strongly disagree,Neutral,Disagree,Neutral,Disagree,No concerns,Very well,Negative,Agree,Poorly,Strongly agree,Highly satisfied,5,Improve teaching
25/09/2025 01:14:08,Ritu Verma,100314,JNV VARANASI,10 th,8,3-4 Hrs,English,Not Applicable,"English, Maths","Maths, Science","Physics, Biology","Accountancy, Hindi",English,Neutral,Coaching from existing faculty,Excellent,Neutral,Want more doubt sessions,Disagree,Insufficient,Agree,Neutral,Agree,Clean washrooms needed,Very well,Neutral,Agree,Poorly,Strongly agree,Not satisfied,4,Everything good
12/04/2025 06:26:08,Sanjay Yadav,100315,JNV VARANASI,10 th,6,<2 Hrs,Other,Not Applicable,"IT/CS, Business Studies","Economics, Maths","Chemistry, Business Studies","Economics, Business Studies",Business Studies,Strongly disagree,Online coaching,Very poor,Strongly agree,Good teaching overall,Agree,Very sufficient,Neutral,Dissatisfied,Strongly agree,Better canteen food needed,Very poorly,Negative,Disagree,Very poorly,Neutral,Highly satisfied,1,Reduce pressure
30/06/2025 18:11:08,Nisha Sharma,100316,JNV VARANASI,6 th,10,<2 Hrs,Maths,Commerce,"Accountancy, Physics","Hindi, Biology","Maths, Economics","Physics, Chemistry",Other,Strongly disagree,Online coaching,Poor,Agree,Need more explanation,Neutral,Neutral,Strongly agree,Neutral,Strongly disagree,Clean washrooms needed,Well,Negative,Disagree,Adequately,Strongly disagree,Extremely dissatisfied,4,Everything good
